"Sr.No","Round ▲▼","Institute ▲▼","PG Program ▲▼","Group ▲▼","Category ▲▼","Max GATE Score ▲▼","Min GATE Score ▲▼"
"938","Round 1","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","IC Design and Technology","G1","OBC-NCL","460","412"
"939","Round 1","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Wireless Networks and Computing","G1","EWS","481","481"
"940","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech (Bioinformatics)","G1","EWS","377","370"
"941","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. ECE with specialization in Microelectronics","G1","OBC-NCL","514","491"
"942","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group","G1","ST","402","324"
"943","Round 1","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Electronics and Communication Engineering with Specialization in Communication Systems","G1","OPEN","479","381"
"944","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Nanoelectronics and VLSI Design","G1","SC","300","299"
"945","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Communication & Signal Processing","G1","OPEN","445","397"
"946","Round 1","Indian Institute of Information Technology , Kalyani","VLSI & Embedded Systems","G1","SC","305","264"
"947","Round 1","Indian Institute of Information Technology , Kalyani","VLSI & Embedded Systems","G2","OBC-NCL","414","414"
"948","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","VLSI & Embedded Systems","G1","ST","264","264"
"949","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science & Engineering","G1","OBC-NCL","452","448"
"950","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science and Engineering (Cyber Security)","G1","OPEN","532","486"
"951","Round 1","Indian Institute of Information Technology, Kota","Computer Science and Engineering with Specialization in Artificial Intelligence and Data Science","G1","EWS","460","453"
"952","Round 1","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","G1","OBC-NCL","529","506"
"953","Round 1","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","G1","EWS","526","523"
"954","Round 1","Indian Institute of Information Technology, Bhopal","M.Tech in Data Science","G1","OBC-NCL","510","486"
"955","Round 1","National Institute of Electronics and Information Technology, Aurangabad","Artificial Intelligence","G2","OPEN","481","459"
"956","Round 1","National Institute of Advanced manufacturing Technology, Hatia, Ranchi","Environment Engineering","G1","SC","277","220"
"957","Round 1","Sant Longowal Institute of Engineering and Technology","Electronics and Communication Engineering","G1","OPEN","358","350"
"958","Round 1","Sant Longowal Institute of Engineering and Technology","VLSI Design","G1","OBC-NCL","350","338"
"959","Round 1","University of Hyderabad","Computer Science","G1","SC","377","342"
"960","Round 1","Punjab Engineering College, Chandigarh","Electrical Engineering","G1","SC","306","255"
"961","Round 1","International Institute of Information Technology, Bhubaneswar","Computer Science & Engineering","G1","ST","349","331"
"962","Round 1","Central Institute of Technology, Kokrajhar","Computer Science & Engineering","G1","OPEN","477","477"
"963","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Semiconductor Chip Design)","G1","SC","338","319"
"964","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Cyber Security","G1","OBC-NCL","512","486"
"965","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Cyber Security","G1","EWS","464","464"
"966","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (Guided Missiles)","G1","EWS","414","414"
"967","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (Guided Missiles)","G1","OPEN","732","437"
"968","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Nanoscience and Technology","G1","EWS","350","350"
"969","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Quantum Computing","G1","OPEN","677","506"
"970","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Renewable Energy","G1","SC","295","279"
"971","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Defence and Space Electronics)","G1","OPEN","466","437"
"972","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Industrial Systems Engineering","G1","OPEN","426","355"
"973","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","G1","EWS","423","413"
"974","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Automation and Robotics","G1","SC","327","318"
"975","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Nanoscience and Technology","G1","SC","252","239"
"976","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Technology Management","G1","OBC-NCL","397","343"
"977","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Data Science","G1","OBC-NCL","532","506"
"978","Round 1","Central University of Punjab, Bathinda, Punjab","Computer Science and Engineering (Cyber Security)","G1","OPEN","471","436"
"979","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Master of Science in Astronomy and Astrophysics","G1","SC","368","368"
"980","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Power Electronics","G1","EWS","393","393"
"981","Round 1","National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal","Transportation Engineering & Management","G1","SC","258","247"
"982","Round 1","NIELIT Deemed to be University- Gorakhpur","VLSI and Embedded Systems Design","G1","EWS","342","342"
"983","Round 1","Central University Of Kashmir","Computer Science and Engineering","G1","SC","301","271"
"984","Round 1","NIELIT Deemed to be University Kohima","Cyber Forensics and Information Security","G1","SC","259","252"
"985","Round 1","NIELIT Deemed to be University Itanagar","AI and Data Science","G2","OPEN","493","483"
"986","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Computer Science & Engineering (Artificial Intelligence)","G1","ST","285","243"
"987","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Structural Engineering","G1","SC","305","253"
"988","Round 1","Institute of Infrastructure, Technology, Research And Management, Ahmedabad","Civil Engineering","G1","SC","298","298"
"989","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Aerodynamics and Flight Mechanics","G1","OPEN","618","527"
"990","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Thermal and Propulsion","G1","SC","338","318"
"991","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","G1","OBC-NCL","434","422"
"992","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Quantum Technology","G1","OPEN","661","549"
"993","Round 1","Sardar Patel University of Police, Security and Criminal Justice Jodhpur","Cyber Security","G1","OPEN","485","456"
"994","Round 1","National Institute of Technical Teachers Training & Research, Kolkata","Smart Structural Engineering with Pedagogy","G1","SC","306","253"
"995","Round 1","National Institute of Technical Teachers Training & Research, Kolkata","Engineering Education","G1","OPEN","418","350"
"996","Round 1","Jawaharlal Nehru University, New Delhi","Electronics and Communication Engineering","G1","OPEN","449","400"
"997","Round 1","NIELIT Deemed to be University- Ropar","IOT and Sensor Systems","G1","SC","271","267"
"998","Round 1","NIELIT Deemed to be University Kohima","Cyber Forensics and Information Security","G1","EWS","333","323"
"999","Round 1","NIELIT Deemed to be University Agartala","Data Engineering","G2","OPEN","518","398"
"1000","Round 1","NIELIT Deemed to be University Itanagar","AI and Data Science","G1","OBC-NCL","424","377"
"1001","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Modeling and Simulation","G1","EWS","467","467"
"1002","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Computer Science & Engineering (Artificial Intelligence)","G1","OBC-NCL","539","496"
"1003","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Electronics and Communication Engineering","G1","OBC-NCL","345","345"
"1004","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Aerodynamics and Flight Mechanics","G1","OBC-NCL","490","454"
"1005","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Structures and Design","G1","SC","310","298"
"1006","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","RF and Microwave Engineering","G1","EWS","354","354"
"1007","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Quantum Technology","G1","OBC-NCL","510","481"
"1008","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Geoinformatics","G1","OBC-NCL","540","452"
"1009","Round 1","National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal","M. Tech. in Computer Science and Engineering (Bigdata Analytics)","G1","OBC-NCL","414","393"
"1010","Round 1","National Institute of Technical Teacher’s Training and Research (NITTTR), Bhopal","M. Tech. in VLSI & Microelectronics","G1","OBC-NCL","354","330"
"1011","Round 1","Jawaharlal Nehru University, New Delhi","Electronics and Communication Engineering","G1","OBC-NCL","389","362"
"1012","Round 1","NIELIT Deemed to be University- Ajmer","Artificial Intelligence & Data Science","G1","EWS","381","377"
"1013","Round 1","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","G1","EWS","442","442"
"1014","Round 1","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","G1","SC","339","315"
"1015","Round 1","National Institute of Electronics and Information Technology, Calicut","Automotive Electronics","G1","EWS","357","357"
"1016","Round 1","Central University Of Kashmir","Computer Science and Engineering","G1","OBC-NCL","398","337"
"1017","Round 1","NIELIT Deemed to be University Itanagar","AI and Data Science","G1","EWS","389","389"
"1018","Round 1","National Institute of Technology Calicut","Signal Processing","G1","SC","400","362"
"1019","Round 1","National Institute of Technology Calicut","Structural Engineering","G1","SC","378","351"
"1020","Round 1","National Institute of Technology Calicut","Telecommunication","G1","OBC-NCL","491","479"
"1021","Round 1","National Institute of Technology Calicut","Traffic & Transportation Planning","G1","EWS","370","332"
"1022","Round 1","National Institute of Technology Calicut","Water Resource Engineering","G1","SC","284","283"
"1023","Round 1","National Institute of Technology Calicut","Computer Science & Engineering","G1","EWS","718","711"
"1024","Round 1","National Institute of Technology Delhi","Civil and Infrastructure Engineering","G1","OBC-NCL","393","393"
"1025","Round 1","National Institute of Technology Delhi","Electronics and Communication Engineering","G1","EWS","436","436"
"1026","Round 1","National Institute of Technology Delhi","Computer Science & Engineering","G1","ST","343","343"
"1027","Round 1","National Institute of Technology Durgapur","Sustainable Materials & Technology","G1","OPEN","415","389"
"1028","Round 1","National Institute of Technology Durgapur","Power Electronics & Machine Drives","G1","OBC-NCL","411","397"
"1029","Round 1","National Institute of Technology Durgapur","Power System","G1","OPEN","459","378"
"1030","Round 1","National Institute of Technology Durgapur","Computer Science & Engineering","G1","SC","512","456"
"1031","Round 1","National Institute of Technology Goa","VLSI","G1","ST","280","279"
"1032","Round 1","National Institute of Technology Hamirpur","Mechanical Engineering (Design)","G1","SC","261","254"
"1033","Round 1","National Institute of Technology Hamirpur","Computer Science & Engineering","G1","EWS","584","577"
"1034","Round 1","National Institute of Technology Karnataka, Surathkal","Computational and Data Science","G1","OBC-NCL","721","685"
"1035","Round 1","National Institute of Technology Karnataka, Surathkal","Construction Technology and Management","G1","OPEN-PwD","298","298"
"1036","Round 1","National Institute of Technology Karnataka, Surathkal","Geoinformatics","G1","ST","275","268"
"1037","Round 1","National Institute of Technology Karnataka, Surathkal","Mechanical Design","G1","OBC-NCL","629","625"
"1038","Round 1","National Institute of Technology Karnataka, Surathkal","Mechatronics Engineering","G1","OPEN","663","508"
"1039","Round 1","National Institute of Technology Karnataka, Surathkal","Nanotechnology","G1","OBC-NCL","491","479"
"1040","Round 1","National Institute of Technology Karnataka, Surathkal","Nanotechnology","G1","EWS","459","428"
"1041","Round 1","National Institute of Technology Karnataka, Surathkal","Transportation Engineering","G1","SC","363","333"
"1042","Round 1","National Institute of Technology Karnataka, Surathkal","VLSI Design","G2","OBC-NCL","663","659"
"1043","Round 1","National Institute of Technology Karnataka, Surathkal","Computer Science & Engineering","G1","OPEN","797","760"
"1044","Round 1","National Institute of Technology Meghalaya","Structural Engineering","G1","SC","247","243"
"1045","Round 1","National Institute of Technology Patna","Cyber Security","G1","OPEN","678","555"
"1046","Round 1","National Institute of Technology Patna","Master of Urban & Regional Planning","G1","OPEN","564","502"
"1047","Round 1","National Institute of Technology Patna","Power System Engineering","G1","OPEN","460","389"
"1048","Round 1","National Institute of Technology Patna","Data Science & Engineering","G1","SC","413","400"
"1049","Round 1","National Institute of Technology Raipur","Medical Devices with a specialization in Critical Care and IVD","G2","ST","314","314"
"1050","Round 1","National Institute of Technology Raipur","Information Technology","G2","OBC-NCL","514","514"
"1051","Round 1","National Institute of Technology Raipur","Industrial Engineering & Management","G2","SC","275","275"
"1052","Round 1","National Institute of Technology Raipur","Machine Design","G2","OBC-NCL","325","325"
"1053","Round 1","National Institute of Technology Sikkim","M.Tech in Communication and Signal Processing","G1","OBC-NCL","400","373"
"1054","Round 1","National Institute of Technology Sikkim","M.Tech in Electrical Engineering (Power Electronics and Drives)","G1","OPEN","366","362"
"1055","Round 1","National Institute of Technology, Jamshedpur","Energy Systems Engineering","G1","SC","279","275"
"1056","Round 1","National Institute of Technology, Jamshedpur","Geotechnical Engineering","G1","ST","272","272"
"1057","Round 1","National Institute of Technology, Jamshedpur","Structural Engineering","G1","OPEN","393","355"
"1058","Round 1","National Institute of Technology, Jamshedpur","Thermal Engineering","G1","SC","254","254"
"1059","Round 1","National Institute of Technology, Kurukshetra","Environmental Engineering","G1","ST","260","260"
"1060","Round 1","National Institute of Technology, Kurukshetra","Power Electronics & Drives","G1","OPEN","433","421"
"1061","Round 1","National Institute of Technology, Kurukshetra","VLSI Design","G1","OPEN","627","584"
"1062","Round 1","National Institute of Technology, Manipur","Communication & Signal Processing","G1","ST","236","236"
"1063","Round 1","National Institute of Technology, Manipur","VLSI Design & Embedded Systems","G1","ST","315","315"
"1064","Round 1","National Institute of Technology Mizoram","Structural Engineering","G1","ST","287","287"
"1065","Round 1","National Institute of Technology, Rourkela","Mechanical Systems Design and Control","G2","OPEN","566","566"
"1066","Round 1","National Institute of Technology, Rourkela","Manufacturing and Automation Engineering","G1","OPEN","463","463"
"1067","Round 1","National Institute of Technology, Rourkela","Control & Automation","G1","EWS","421","389"
"1068","Round 1","National Institute of Technology, Rourkela","Chemical Engineering","G4","SC","291","291"
"1069","Round 1","National Institute of Technology, Rourkela","Environmental Engineering","G1","SC","310","294"
"1070","Round 1","National Institute of Technology, Rourkela","Food Process Engineering","G1","ST","288","288"
"1071","Round 1","National Institute of Technology, Rourkela","Metallurgical & Materials Engineering","G1","OBC-NCL","333","333"
"1072","Round 1","National Institute of Technology, Rourkela","Industrial Ceramics","G2","OPEN","393","355"
"1073","Round 1","National Institute of Technology, Rourkela","Information Security","G1","ST","368","368"
"1074","Round 1","National Institute of Technology, Rourkela","Mining Engineering","G3","SC","298","298"
"1075","Round 1","National Institute of Technology, Rourkela","Signal & Image Processing","G1","SC","475","411"
"1076","Round 1","National Institute of Technology, Rourkela","Transportation Engineering","G1","EWS","363","336"
"1077","Round 1","National Institute of Technology, Rourkela","Thermal Engineering","G2","EWS","442","442"
"1078","Round 1","National Institute of Technology, Rourkela","Geo-technical Engineering","G1","EWS","325","317"
"1079","Round 1","National Institute of Technology, Rourkela","Water Resources Engineering","G1","EWS","351","333"
"1080","Round 1","National Institute of Technology, Rourkela","Computer Science","G1","OPEN","757","747"
"1081","Round 1","National Institute of Technology, Silchar","Artificial Intelligence","G1","ST","318","318"
"1082","Round 1","National Institute of Technology, Silchar","Geotechnical Engineering","G1","OPEN","480","351"
"1083","Round 1","National Institute of Technology, Silchar","Instrumentation Engineering","G1","OPEN","519","393"
"1084","Round 1","National Institute of Technology, Silchar","RF and Terahertz Communications","G1","OBC-NCL","396","381"
"1085","Round 1","National Institute of Technology, Silchar","Renewable Energy","G1","ST","252","252"
"1086","Round 1","National Institute of Technology, Silchar","Data Science & Engineering","G1","OPEN","585","561"
"1087","Round 1","National Institute of Technology, Silchar","Structural Dynamics & Earthquake Engineering","G1","SC","264","256"
"1088","Round 1","National Institute of Technology, Silchar","Structural Engineering","G1","OBC-NCL","378","340"
"1089","Round 1","National Institute of Technology, Silchar","Structural Engineering","G1","EWS","340","337"
"1090","Round 1","National Institute of Technology, Silchar","Water Resources Engineering","G1","ST","245","245"
"1091","Round 1","National Institute of Technology, Srinagar","Computer Science & Engineering","G1","ST","281","271"
"1092","Round 1","National Institute of Technology, Tiruchirappalli","Communication Systems","G1","OPEN","663","592"
"1093","Round 1","National Institute of Technology, Tiruchirappalli","Energy Efficient & Sustainable Architecture","G1","SC","406","361"
"1094","Round 1","National Institute of Technology, Tiruchirappalli","Energy Engineering","G1","OPEN","456","442"
"1095","Round 1","National Institute of Technology, Tiruchirappalli","Industrial Safety Engineering","G1","OBC-NCL","480","456"
"1096","Round 1","National Institute of Technology, Tiruchirappalli","Industrial Safety Engineering","G1","EWS","425","418"
"1097","Round 1","National Institute of Technology, Tiruchirappalli","Industrial Automation","G4","OBC-NCL","445","445"
"1098","Round 1","National Institute of Technology, Tiruchirappalli","Industrial Engineering & Management","G1","SC","483","362"
"1099","Round 1","National Institute of Technology, Tiruchirappalli","Manufacturing Technology","G1","OPEN","575","508"
"1100","Round 1","National Institute of Technology, Tiruchirappalli","Process Control and Instrumentation","G1","SC","438","338"
"1101","Round 1","National Institute of Technology, Tiruchirappalli","Power Electronics","G1","ST","397","374"
"1102","Round 1","National Institute of Technology, Tiruchirappalli","Structural Engineering","G1","OPEN","647","573"
"1103","Round 1","National Institute of Technology, Tiruchirappalli","Thermal Power Engineering","G1","OBC-NCL","580","563"
"1104","Round 1","National Institute of Technology, Tiruchirappalli","VLSI System","G1","ST","436","420"
"1105","Round 1","National Institute of Technology, Tiruchirappalli","Computer Science & Engineering","G1","ST","496","473"
"1106","Round 1","National Institute of Technology Uttarakhand","Power Electronics & Electric Vehicle","G1","OPEN","512","401"
"1107","Round 1","National Institute of Technology, Warangal","Materials and Manufacturing","G2","OPEN","408","408"
"1108","Round 1","National Institute of Technology, Warangal","Automobile Engineering","G1","ST","249","228"
"1109","Round 1","National Institute of Technology, Warangal","Biotechnology","G1","OBC-NCL","534","476"
"1110","Round 1","National Institute of Technology, Warangal","Control & Automation","G1","SC","409","370"
"1111","Round 1","National Institute of Technology, Warangal","Machine Design","G1","SC","532","397"
"1112","Round 1","National Institute of Technology, Warangal","Manufacturing Engineering","G1","OBC-NCL","466","432"
"1113","Round 1","National Institute of Technology, Warangal","Manufacturing Engineering","G1","EWS","411","399"
"1114","Round 1","National Institute of Technology, Warangal","Thermal Engineering","G1","OBC-NCL","511","504"
"1115","Round 1","National Institute of Technology, Warangal","VLSI Systems Design","G1","OBC-NCL-PwD","311","311"
"1116","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","CAD-CAM","G1","OBC-NCL","345","314"
"1117","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering","G1","OBC-NCL","315","315"
"1118","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Construction Technology and Management","G1","SC","344","325"
"1119","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Geotechnical Engineering","G1","OBC-NCL","329","328"
"1120","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Communication System","G1","OBC-NCL","432","424"
"1121","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Power Electronics & Electrical Drives","G1","OBC-NCL","393","385"
"1122","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Structural Engineering","G1","EWS","412","366"
"1123","Round 1","Sardar Vallabhbhai National Institute of Technology, Surat","Transportation Engineering & Planning","G1","OPEN","432","359"
"1124","Round 1","Visvesvaraya National Institute of Technology, Nagpur","Biomedical Engineering","G1","EWS","381","363"
"1125","Round 1","National Institute of Technology Andhra Pradesh","Chemical Engineering","G1","SC","257","257"
"1126","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Water Resources Engineering and Geoinformatics","G1","ST","235","235"
"1127","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Thermal Science and Energy Technology","G1","OPEN","384","379"
"1128","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Machine Learning in Materials Engineering","G1","OPEN","413","358"
"1129","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Communication Engineering & Signal Processing","G1","EWS","354","354"
"1130","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Control & Industrial Automation","G1","SC","297","291"
"1131","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Geotechnical Engineering","G1","ST","270","270"
"1132","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Microelectronics & VLSI Design","G1","OPEN","538","465"
"1133","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power & Energy Systems","G1","ST","253","253"
"1134","Round 1","Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","VLSI Design","G1","OBC-NCL","443","409"
"1135","Round 1","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Information and Cyber Security","G1","OPEN","589","549"
"1136","Round 1","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Information Technology","G1","OBC-NCL","552","523"
"1137","Round 1","Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior","Wireless Networks and Computing","G1","SC","364","335"
"1138","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group","G1","EWS","660","631"
"1139","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Software and Data Engineering Group","G1","ST","426","368"
"1140","Round 1","Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Network and Security Group","G1","OBC-NCL","622","608"
"1141","Round 1","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Electronics and Communication Engineering with Specialization in Communication Systems","G1","EWS","345","335"
"1142","Round 1","Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai","Mechanical Engineering with Specialization in Smart Manufacturing","G1","OPEN","425","359"
"1143","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Power & Control","G1","OPEN","401","370"
"1144","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Data Science","G1","OBC-NCL","535","473"
"1145","Round 1","Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur","Data Science","G1","EWS","512","506"
"1146","Round 1","Indian Institute of Information Technology Tiruchirappalli","Computer Science & Engineering","G1","OBC-NCL","560","516"
"1147","Round 1","Indian Institute of Information Technology, Lucknow","Computer Science","G1","OBC-NCL","597","555"
"1148","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","M.Tech. Drones and IoT","G1","ST","244","244"
"1149","Round 1","Indian Institute of Information Technology, Design and Manufacturing, Kurnool","Computer Science and Engineering (Cyber Security)","G1","ST","258","258"
"1150","Round 1","Indian Institute of Information Technology, Pune","Electronics and Communication Engineering","G1","ST","252","252"
"1151","Round 1","Indian Institute of Information Technology, Pune","Computer Science & Engineering","G1","OPEN","664","618"
"1152","Round 1","Indian Institute of Information Technology, Una","Computer Science & Engineering with Specialization in Data Science/Cyber Security","G1","OBC-NCL","473","434"
"1153","Round 1","Indian Institute of Information Technology, Una","Computer Science & Engineering with Specialization in Data Science/Cyber Security","G1","EWS","467","460"
"1154","Round 1","Indian Institute of Information Technology, Bhopal","M.Tech in Artificial Intelligence","G1","ST","276","276"
"1155","Round 1","Indian Institute of Information Technology, Bhopal","M.Tech in Cyber Physical System","G1","EWS","458","411"
"1156","Round 1","Indian Institute of Information Technology (IIIT) Surat","Electronics and Communication Engineering (VLSI)","G1","SC","315","307"
"1157","Round 1","Indian Institute of Information Technology (IIIT) Surat","Computer Science and Engineering with Specialization in Data Science and Artificial Intelligence","G1","SC","386","367"
"1158","Round 1","Sant Longowal Institute of Engineering and Technology","VLSI Design","G1","SC","279","271"
"1159","Round 1","University of Hyderabad","Bioinformatics","G1","OBC-NCL","455","403"
"1160","Round 1","University of Hyderabad","Computer Science","G1","ST","317","268"
"1161","Round 1","Central Institute of Technology, Kokrajhar","Food Engineering & Technology","G1","SC","214","214"
"1162","Round 1","Central Institute of Technology, Kokrajhar","Computer Science & Engineering","G1","ST","264","264"
"1163","Round 1","Central University of Rajasthan","Sustainable Architecture","G1","OBC-NCL","377","367"
"1164","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Defence and Space Electronics)","G1","SC","311","311"
"1165","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Electronics and Communication Engineering (Semiconductor Chip Design)","G1","EWS","424","424"
"1166","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (UAVs)","G1","OBC-NCL","414","396"
"1167","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Aerospace Engineering (UAVs)","G1","EWS","411","411"
"1168","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Nanoscience and Technology","G1","OPEN","605","416"
"1169","Round 1","Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune","Quantum Computing","G1","OBC-NCL","470","440"
"1170","Round 1","Central University of Punjab, Bathinda, Punjab","Computer Science and Engineering (Cyber Security)","G1","SC","330","291"
"1171","Round 1","Guru Ghasidas Vishwavidyalaya, Bilaspur","Structural Engineering","G1","ST","264","264"
"1172","Round 1","Institute of Infrastructure, Technology, Research And Management, Ahmedabad","Civil Engineering","G1","OBC-NCL","344","344"
"1173","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Digital Signal Processing","G1","SC","366","320"
"1174","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","VLSI and Microsystems","G1","SC","496","426"
"1175","Round 1","Indian Institute of Space Science and Technology, Thiruvananthapuram","Master of Science in Astronomy and Astrophysics","G1","OPEN","722","493"
"1176","Round 1","Sardar Patel University of Police, Security and Criminal Justice Jodhpur","Cyber Security","G1","EWS","403","347"
"1177","Round 1","National Institute of Technical Teachers Training & Research, Kolkata","Artificial Intelligence and Machine Learning with Pedagogy","G1","SC","314","264"
"1178","Round 1","National Institute of Technical Teachers Training & Research, Kolkata","Engineering Education","G1","ST","263","116"
"1179","Round 1","NIELIT Deemed to be University- Ropar","Data Engineering","G2","EWS","413","413"
"1180","Round 1","NIELIT Deemed to be University- Gorakhpur","Electronics Design & Technology","G1","OBC-NCL","322","322"
"1181","Round 1","NIELIT Deemed to be University- Gorakhpur","Electronics Design & Technology","G1","EWS","323","323"
"1182","Round 1","National Institute of Electronics and Information Technology, Calicut","Electronics Design technology","G1","ST","256","256"
"1183","Round 1","National Institute of Electronics and Information Technology, Calicut","Embedded Systems","G1","SC","433","334"
"1184","Round 1","Central University Of Kashmir","Computer Science and Engineering","G1","OPEN","469","398"
"1185","Round 1","NIELIT Deemed to be University Imphal","Artificial Intelligence","G1","SC","330","274"
"1186","Round 1","NIELIT Deemed to be University Kohima","Cyber Forensics and Information Security","G1","OPEN","448","385"
"1187","Round 1","NIELIT Deemed to be University Agartala","Data Engineering","G2","EWS","393","348"
"1188","Round 1","NIELIT Deemed to be University Itanagar","AI and Data Science","G2","OBC-NCL","393","393"
"1189","Round 1","National Institute of Technology, Jamshedpur","Power Electronics & Drives","G1","ST","291","267"
